Order ID;Order Key;Returned Indicator;Ship Mode;Order Priority
MX-2014-AC1061582-41887;18635;Not Returned;Standard Class;Low
MX-2014-AC1066082-41765;18636;Not Returned;Second Class;Medium
MX-2014-AD1018082-41951;18637;Not Returned;Same Day;Medium
MX-2014-AF1087026-41920;18638;Not Returned;First Class;Critical
MX-2014-AF1087028-41943;18639;Not Returned;Standard Class;Medium
MX-2014-AF1087082-41926;18640;Not Returned;Standard Class;Medium
MX-2014-AF1088582-41881;18641;Not Returned;Second Class;Critical
MX-2014-AG1030036-41874;18642;Not Returned;Standard Class;Medium
MX-2014-AG1033018-41821;18643;Not Returned;Second Class;Medium
MX-2014-AG1033028-41865;18644;Not Returned;Second Class;High
MX-2014-AG1033031-41962;18645;Not Returned;Standard Class;Low
MX-2014-AG1039018-41819;18646;Not Returned;Second Class;Medium
MX-2014-AG1039018-41985;18647;Not Returned;Standard Class;Medium
MX-2014-AG1039080-41942;18648;Not Returned;First Class;High
MX-2014-AG1039082-41907;18649;Not Returned;Standard Class;Medium
MX-2014-AG1049551-41927;18650;Not Returned;Second Class;Medium
MX-2014-AG1052539-41776;18651;Not Returned;Standard Class;Medium
MX-2014-AG1067518-41749;18652;Not Returned;Standard Class;Medium
MX-2014-AG1067518-41969;18653;Not Returned;Standard Class;Medium
MX-2014-AG10765141-41783;18654;Not Returned;Second Class;Medium
MX-2014-AG1076518-41720;18655;Not Returned;Standard Class;Medium
MX-2014-AG1076518-42003;18656;Not Returned;Standard Class;Medium
MX-2014-AG1076536-41768;18657;Not Returned;Standard Class;Medium
MX-2014-AG1076539-41803;18658;Not Returned;Standard Class;Medium
MX-2014-AG1076539-41887;18659;Returned;Standard Class;Medium
MX-2014-AG1090018-41880;18660;Not Returned;Standard Class;High
MX-2014-AH1003039-41776;18661;Not Returned;Same Day;Medium
MX-2014-AH1012082-41703;18662;Not Returned;Standard Class;Medium
MX-2014-AH1012082-41867;18663;Not Returned;Standard Class;High
MX-2014-AH1021018-41745;18664;Not Returned;First Class;High
MX-2014-AH1021036-41755;18665;Not Returned;Standard Class;Medium
MX-2014-AH1046593-42004;18666;Not Returned;First Class;High
MX-2014-AH1058518-41971;18667;Not Returned;Second Class;Medium
MX-2014-AH1069082-41779;18668;Not Returned;Standard Class;Low
MX-2014-AH1069093-41990;18669;Returned;Second Class;High
MX-2014-AJ1078082-41752;18670;Not Returned;Standard Class;High
MX-2014-AJ1094531-41786;18671;Not Returned;Standard Class;Medium
MX-2014-AJ1096031-41801;18672;Returned;Standard Class;High
MX-2014-AJ1096036-41803;18673;Not Returned;Second Class;Critical
MX-2014-AO1081082-41961;18674;Not Returned;Second Class;High
MX-2014-AP1091593-41921;18675;Not Returned;Standard Class;High
MX-2014-AR1040582-41818;18676;Not Returned;Standard Class;Low
MX-2014-AR1040582-41821;18677;Not Returned;Standard Class;Medium
MX-2014-AR1051093-41812;18678;Not Returned;Second Class;High
MX-2014-AR1054036-41954;18679;Not Returned;Second Class;Medium
MX-2014-AR1082518-41944;18680;Not Returned;Second Class;High
MX-2014-AS1009018-41809;18681;Not Returned;Standard Class;High
MX-2014-AS1009036-41725;18682;Not Returned;Standard Class;Medium
MX-2014-AS1009082-41732;18683;Not Returned;Second Class;High
MX-2014-AS1009093-41795;18684;Not Returned;Standard Class;Medium
MX-2014-AS1009098-41916;18685;Not Returned;Standard Class;Medium
MX-2014-AS1013582-41697;18686;Not Returned;Standard Class;Medium
MX-2014-AS1022518-41928;18687;Not Returned;Standard Class;Low
MX-2014-AS1022582-41849;18688;Not Returned;Standard Class;Medium
MX-2014-AS1024018-41908;18689;Not Returned;Second Class;Medium
MX-2014-AS1024031-41815;18690;Not Returned;First Class;Medium
MX-2014-AS1028582-41685;18691;Not Returned;Second Class;High
MX-2014-AS10630141-41741;18692;Not Returned;Same Day;Medium
MX-2014-AT1043582-41667;18693;Not Returned;First Class;Medium
MX-2014-AT1043582-41739;18694;Not Returned;Standard Class;High
MX-2014-AT1043582-41842;18695;Not Returned;First Class;Medium
MX-2014-AT1043598-41766;18696;Not Returned;Second Class;Medium
MX-2014-AT1073531-41877;18697;Not Returned;Standard Class;Medium
MX-2014-AW1084082-41716;18698;Not Returned;Second Class;Medium
MX-2014-AW1084082-41942;18699;Not Returned;Standard Class;Medium
MX-2014-AW1084093-41765;18700;Not Returned;Standard Class;Medium
MX-2014-AY1055593-41730;18701;Not Returned;Standard Class;Medium
MX-2014-AZ1075082-41908;18702;Not Returned;Standard Class;Medium
MX-2014-BB1099016-41849;18703;Not Returned;Standard Class;Medium
MX-2014-BB1099082-41916;18704;Not Returned;Same Day;Medium
MX-2014-BB1154518-41957;18705;Not Returned;Standard Class;Low
MX-2014-BC1112528-42001;18706;Not Returned;Second Class;High
MX-2014-BC1112551-41889;18707;Not Returned;First Class;Medium
MX-2014-BD1132082-41979;18708;Not Returned;Standard Class;Medium
MX-2014-BD1150018-41927;18709;Not Returned;Standard Class;Medium
MX-2014-BD1162026-41874;18710;Not Returned;Standard Class;High
MX-2014-BD1162082-41944;18711;Not Returned;Standard Class;Medium
MX-2014-BD1163551-41944;18712;Not Returned;Standard Class;Medium
MX-2014-BD1163582-41678;18713;Not Returned;First Class;Medium
MX-2014-BD1172551-41933;18714;Not Returned;Standard Class;High
MX-2014-BD1177018-41730;18715;Not Returned;First Class;High
MX-2014-BD1177039-41817;18716;Not Returned;Standard Class;Medium
MX-2014-BE1133516-41993;18717;Not Returned;Standard Class;Medium
MX-2014-BE1133531-41931;18718;Not Returned;Standard Class;Medium
MX-2014-BE1133536-41858;18719;Not Returned;Second Class;High
MX-2014-BE1133551-41895;18720;Not Returned;Standard Class;High
MX-2014-BE1145531-41650;18721;Returned;Standard Class;Medium
MX-2014-BF1097518-41839;18722;Not Returned;Standard Class;High
MX-2014-BF1100518-41713;18723;Not Returned;Standard Class;Medium
MX-2014-BF1102093-41950;18724;Not Returned;Standard Class;High
MX-2014-BF1108039-41966;18725;Not Returned;Standard Class;Medium
MX-2014-BF1108082-41801;18726;Not Returned;Standard Class;Medium
MX-2014-BF1117039-41996;18727;Not Returned;First Class;Medium
MX-2014-BF1117051-41878;18728;Not Returned;First Class;Medium
MX-2014-BF1117082-41710;18729;Not Returned;Second Class;High
MX-2014-BF1121598-41887;18730;Not Returned;Standard Class;Medium
MX-2014-BG1103518-41997;18731;Not Returned;First Class;Medium
MX-2014-BG1103536-41724;18732;Not Returned;Standard Class;High
MX-2014-BG1103551-41815;18733;Not Returned;Same Day;Critical
MX-2014-BG1103551-41888;18734;Not Returned;Standard Class;Medium
MX-2014-BG1103582-41905;18735;Not Returned;Standard Class;Medium
MX-2014-BG1169518-41772;18736;Not Returned;Second Class;Critical
MX-2014-BH1171039-41930;18737;Not Returned;Standard Class;High
MX-2014-BH1171065-41981;18738;Not Returned;Standard Class;High
MX-2014-BM1114018-41657;18739;Not Returned;Standard Class;Low
MX-2014-BM1114028-41843;18740;Not Returned;Standard Class;Low
MX-2014-BM1114055-41961;18741;Returned;Standard Class;Medium
MX-2014-BM1157531-41997;18742;Not Returned;Standard Class;High
MX-2014-BM1157537-42003;18743;Not Returned;Standard Class;Medium
MX-2014-BM1165031-41934;18744;Not Returned;First Class;High
MX-2014-BM1165036-41870;18745;Not Returned;Second Class;Medium
MX-2014-BM1178582-41976;18746;Not Returned;First Class;High
MX-2014-BN1147051-41984;18747;Not Returned;Standard Class;Low
MX-2014-BN114705-41961;18748;Not Returned;Second Class;Critical
MX-2014-BN1147082-41703;18749;Not Returned;First Class;Critical
MX-2014-BN1151526-41937;18750;Not Returned;Second Class;High
MX-2014-BN1151582-41748;18751;Not Returned;Standard Class;Medium
MX-2014-BN1151593-41908;18752;Not Returned;Second Class;High
MX-2014-BO1142518-41716;18753;Not Returned;Same Day;Critical
MX-2014-BO1142531-42001;18754;Not Returned;Standard Class;Medium
MX-2014-BO1142582-41958;18755;Not Returned;Standard Class;High
MX-2014-BP1105082-41704;18756;Not Returned;Standard Class;Medium
MX-2014-BP1109536-41968;18757;Not Returned;Standard Class;High
MX-2014-BP1109565-41815;18758;Not Returned;First Class;High
MX-2014-BP1115531-41944;18759;Not Returned;Standard Class;Medium
MX-2014-BP1115582-41699;18760;Not Returned;Standard Class;Medium
MX-2014-BP1118518-41920;18761;Not Returned;Standard Class;Medium
MX-2014-BP1118582-41795;18762;Not Returned;Standard Class;Medium
MX-2014-BP1118582-41923;18763;Not Returned;First Class;Medium
MX-2014-BP1123031-41965;18764;Not Returned;Standard Class;High
MX-2014-BP1129016-41975;18765;Not Returned;Standard Class;Medium
MX-2014-BP1129031-41949;18766;Not Returned;Second Class;High
MX-2014-BP1129036-41685;18767;Not Returned;Standard Class;High
MX-2014-BS1136518-41821;18768;Not Returned;Standard Class;Medium
MX-2014-BS1138026-41985;18769;Not Returned;First Class;High
MX-2014-BS113805-41947;18770;Not Returned;Standard Class;High
MX-2014-BS1166528-41826;18771;Not Returned;Standard Class;Medium
MX-2014-BS1166593-41814;18772;Not Returned;Second Class;Medium
MX-2014-BT1130518-41705;18773;Not Returned;Standard Class;High
MX-2014-BT1130526-41964;18774;Not Returned;Standard Class;High
MX-2014-BT1139582-41748;18775;Not Returned;Standard Class;High
MX-2014-BT1148528-41887;18776;Not Returned;Standard Class;High
MX-2014-BT1148550-41977;18777;Not Returned;Standard Class;Medium
MX-2014-BT1148582-41922;18778;Not Returned;Standard Class;Medium
MX-2014-BT1148593-41706;18779;Not Returned;Standard Class;Medium
MX-2014-BT1153031-41984;18780;Not Returned;Second Class;Medium
MX-2014-BW1111082-41677;18781;Not Returned;Same Day;High
MX-2014-BW1111082-41851;18782;Not Returned;Standard Class;High
MX-2014-BW1120018-41842;18783;Not Returned;Standard Class;High
MX-2014-BW1120082-41979;18784;Not Returned;Standard Class;Medium
MX-2014-CA1226551-41795;18785;Not Returned;Standard Class;Medium
MX-2014-CA1231031-41795;18786;Not Returned;Standard Class;Medium
MX-2014-CA1231082-41805;18787;Not Returned;Second Class;High
MX-2014-CA1277531-41809;18788;Not Returned;Standard Class;High
MX-2014-CA1277555-41912;18789;Not Returned;Standard Class;Medium
MX-2014-CB1202593-41912;18790;Not Returned;Second Class;High
MX-2014-CB1241593-41979;18791;Not Returned;Standard Class;Low
MX-2014-CB1253539-41794;18792;Not Returned;Second Class;Medium
MX-2014-CC1210018-41930;18793;Not Returned;Standard Class;Medium
MX-2014-CC1210018-41949;18794;Not Returned;Second Class;High
MX-2014-CC1210082-41837;18795;Not Returned;Standard Class;High
MX-2014-CC1214580-41961;18796;Not Returned;Standard Class;Medium
MX-2014-CC1222036-41702;18797;Not Returned;Standard Class;Medium
MX-2014-CC1243082-41976;18798;Not Returned;Standard Class;Medium
MX-2014-CC1247518-41886;18799;Not Returned;Standard Class;Medium
MX-2014-CC1247518-41986;18800;Not Returned;Standard Class;Medium
MX-2014-CC1255039-41709;18801;Not Returned;Standard Class;Medium
MX-2014-CC1255082-41961;18802;Not Returned;Standard Class;Medium
MX-2014-CC1261082-41818;18803;Not Returned;Second Class;High
MX-2014-CC1267028-41942;18804;Not Returned;First Class;High
MX-2014-CC1267093-41773;18805;Not Returned;Standard Class;High
MX-2014-CD1192082-41998;18806;Not Returned;Second Class;Medium
MX-2014-CD1198051-41991;18807;Not Returned;Second Class;High
MX-2014-CD1198082-41967;18808;Not Returned;Standard Class;High
MX-2014-CD1228018-41648;18809;Not Returned;First Class;Medium
MX-2014-CD1228036-41892;18810;Not Returned;Standard Class;High
MX-2014-CD1279018-41943;18811;Not Returned;Standard Class;Medium
MX-2014-CG1204031-41977;18812;Returned;Standard Class;Medium
MX-2014-CH1207018-41936;18813;Not Returned;Standard Class;Medium
MX-2014-CJ1187539-41788;18814;Not Returned;Standard Class;Medium
MX-2014-CJ118755-41783;18815;Not Returned;Standard Class;Medium
MX-2014-CK1259528-41857;18816;Not Returned;Second Class;Medium
MX-2014-CL1189036-41926;18817;Not Returned;Standard Class;Medium
MX-2014-CL1189051-41957;18818;Not Returned;Standard Class;Low
MX-2014-CL1256526-41801;18819;Not Returned;Second Class;Medium
MX-2014-CL1270082-41817;18820;Not Returned;Standard Class;Medium
MX-2014-CL1270082-41900;18821;Not Returned;Standard Class;High
MX-2014-CM1181555-41916;18822;Not Returned;Standard Class;High
MX-2014-CM1181582-41906;18823;Not Returned;Standard Class;Medium
MX-2014-CM1183093-41982;18824;Not Returned;Standard Class;Low
MX-2014-CM1211516-41852;18825;Not Returned;Second Class;High
MX-2014-CM121155-41885;18826;Not Returned;Second Class;Medium
MX-2014-CM1219082-41982;18827;Not Returned;First Class;High
MX-2014-CM1219082-41985;18828;Not Returned;First Class;High
MX-2014-CM1223528-41782;18829;Not Returned;First Class;High
MX-2014-CM1223539-41967;18830;Not Returned;Standard Class;Medium
MX-2014-CM1223593-41741;18831;Not Returned;First Class;Medium
MX-2014-CM1238531-41691;18832;Not Returned;Standard Class;High
MX-2014-CM1244554-41808;18833;Not Returned;First Class;High
MX-2014-CM1244582-41829;18834;Not Returned;Second Class;Critical
MX-2014-CM1265593-41745;18835;Not Returned;Standard Class;Low
MX-2014-CM1271518-41950;18836;Not Returned;First Class;High
MX-2014-CM1271539-41715;18837;Not Returned;Standard Class;Low
MX-2014-CM1271582-41885;18838;Not Returned;First Class;Critical
MX-2014-Co1264039-41837;18839;Not Returned;Standard Class;Medium
MX-2014-Co1264082-41705;18840;Not Returned;Second Class;High
MX-2014-CP12085143-41792;18841;Not Returned;Second Class;Medium
MX-2014-CP1208531-41908;18842;Not Returned;Second Class;High
MX-2014-CP1208539-41962;18843;Not Returned;Standard Class;Low
MX-2014-CP1234018-41804;18844;Not Returned;Standard Class;Medium
MX-2014-CP1234036-41762;18845;Not Returned;First Class;High
MX-2014-CP1234036-41895;18846;Not Returned;Standard Class;Medium
MX-2014-CR1273028-41993;18847;Not Returned;First Class;Medium
MX-2014-CR12820143-41811;18848;Not Returned;Standard Class;Medium
MX-2014-CR1282018-41807;18849;Not Returned;Second Class;Critical
MX-2014-CR1282082-41814;18850;Not Returned;Second Class;Medium
MX-2014-CR1282093-41930;18851;Not Returned;First Class;High
MX-2014-CS11860143-41913;18852;Not Returned;Second Class;Critical
MX-2014-CS1186031-41695;18853;Not Returned;Second Class;High
MX-2014-CS1186051-41942;18854;Not Returned;Standard Class;Medium
MX-2014-CS1186051-41948;18855;Not Returned;Standard Class;Medium
MX-2014-CS1186082-41976;18856;Not Returned;Same Day;Medium
MX-2014-CS1195018-41797;18857;Not Returned;Same Day;High
MX-2014-CS1195039-41769;18858;Not Returned;Standard Class;Medium
MX-2014-CS1195082-41796;18859;Not Returned;Second Class;High
MX-2014-CS1225051-41647;18860;Not Returned;Standard Class;Medium
MX-2014-CS1225093-41854;18861;Not Returned;Standard Class;Low
MX-2014-CS1235531-41835;18862;Not Returned;Standard Class;Medium
MX-2014-CS1235551-41952;18863;Not Returned;Standard Class;Medium
MX-2014-CS1240028-41886;18864;Not Returned;First Class;High
MX-2014-CS1240031-41863;18865;Not Returned;Standard Class;Medium
MX-2014-CS1246051-41948;18866;Not Returned;Standard Class;Medium
MX-2014-CS1249082-41763;18867;Not Returned;Standard Class;High
MX-2014-CS1249082-41808;18868;Not Returned;Standard Class;Medium
MX-2014-CS1250582-41917;18869;Not Returned;Standard Class;Medium
MX-2014-CS1250593-41935;18870;Not Returned;Standard Class;Medium
MX-2014-CW1190539-41977;18871;Not Returned;Standard Class;Medium
MX-2014-CW1190593-41788;18872;Returned;Standard Class;Medium
MX-2014-CY1274582-42002;18873;Not Returned;Standard Class;Medium
MX-2014-DB1291036-41942;18874;Not Returned;Second Class;High
MX-2014-DB1321036-41961;18875;Not Returned;First Class;High
MX-2014-DB1336055-41818;18876;Not Returned;Standard Class;Medium
MX-2014-DB1361582-41713;18877;Not Returned;Standard Class;High
MX-2014-DB1361582-41883;18878;Not Returned;Standard Class;Medium
MX-2014-DC1285082-41692;18879;Not Returned;Standard Class;Medium
MX-2014-DC1328518-41751;18880;Returned;Standard Class;Medium
MX-2014-DC1328551-41885;18881;Not Returned;Standard Class;Medium
MX-2014-DD1357082-41803;18882;Not Returned;Standard Class;Medium
MX-2014-DE1325536-41962;18883;Not Returned;Standard Class;Medium
MX-2014-DE1325582-41793;18884;Not Returned;Second Class;Medium
MX-2014-DE1325598-41880;18885;Not Returned;Standard Class;High
MX-2014-DF1313582-41698;18886;Not Returned;First Class;Medium
MX-2014-DF1313582-41954;18887;Not Returned;Second Class;Critical
MX-2014-DG1330082-41878;18888;Not Returned;Standard Class;Medium
MX-2014-DH1307593-41989;18889;Not Returned;Second Class;High
MX-2014-DH1367582-41828;18890;Not Returned;Standard Class;Low
MX-2014-DJ1342039-41647;18891;Not Returned;Standard Class;High
MX-2014-DJ1351082-41679;18892;Not Returned;Standard Class;Medium
MX-2014-DJ1351082-41943;18893;Not Returned;Standard Class;Low
MX-2014-DJ1363028-41935;18894;Not Returned;Standard Class;Medium
MX-2014-DJ1363036-41963;18895;Not Returned;Second Class;Medium
MX-2014-DK1283593-41951;18896;Not Returned;Standard Class;High
MX-2014-DK1298518-41740;18897;Returned;Standard Class;Medium
MX-2014-DK1298593-41780;18898;Not Returned;Standard Class;High
MX-2014-DK1309031-41777;18899;Not Returned;Standard Class;Medium
MX-2014-DK1315031-41706;18900;Not Returned;First Class;Medium
MX-2014-DK1315031-41948;18901;Not Returned;Second Class;High
MX-2014-DK1315093-41700;18902;Not Returned;Standard Class;Medium
MX-2014-DK1322539-41802;18903;Not Returned;Second Class;High
MX-2014-DK1337516-41775;18904;Not Returned;Standard Class;High
MX-2014-DK1337531-41965;18905;Not Returned;Standard Class;Medium
MX-2014-DL1286582-41676;18906;Not Returned;Standard Class;Medium
MX-2014-DL1292518-41909;18907;Not Returned;Standard Class;Medium
MX-2014-DL1292531-41898;18908;Not Returned;Standard Class;Medium
MX-2014-DL1292582-41858;18909;Not Returned;Same Day;High
MX-2014-DL1333026-41884;18910;Not Returned;Standard Class;Medium
MX-2014-DL1333031-41741;18911;Not Returned;First Class;High
MX-2014-DL133305-41909;18912;Not Returned;Standard Class;Medium
MX-2014-DL1349518-41765;18913;Not Returned;Second Class;High
MX-2014-DL1349582-41788;18914;Not Returned;Second Class;High
MX-2014-DL1349593-41703;18915;Not Returned;Second Class;High
MX-2014-DL1349593-41832;18916;Not Returned;Same Day;High
MX-2014-DM1295531-41657;18917;Not Returned;Standard Class;Low
MX-2014-DM1295531-41942;18918;Not Returned;Standard Class;Medium
MX-2014-DM1295598-41807;18919;Returned;Second Class;High
MX-2014-DM1352582-41755;18920;Not Returned;Standard Class;Medium
MX-2014-DN1369018-41688;18921;Not Returned;Standard Class;Medium
MX-2014-DN1369082-41947;18922;Not Returned;Second Class;Medium
MX-2014-DO1343582-41700;18923;Not Returned;Standard Class;Medium
MX-2014-DO1364518-41962;18924;Not Returned;Standard Class;High
MX-2014-DO1364518-41998;18925;Not Returned;Standard Class;High
MX-2014-DO1364539-41737;18926;Not Returned;Standard Class;Medium
MX-2014-DP1300018-41909;18927;Not Returned;Standard Class;Medium
MX-2014-DP1310582-41791;18928;Not Returned;Standard Class;Medium
MX-2014-DP1310582-41893;18929;Not Returned;Standard Class;Medium
MX-2014-DP1310598-41727;18930;Not Returned;Standard Class;Medium
MX-2014-DP1316531-41908;18931;Not Returned;Standard Class;High
MX-2014-DP1316593-41656;18932;Not Returned;Second Class;High
MX-2014-Dp1324026-41744;18933;Not Returned;Standard Class;Medium
MX-2014-Dp1324082-41901;18934;Not Returned;Second Class;High
MX-2014-Dp1324082-41960;18935;Returned;Standard Class;Medium
MX-2014-DP1339018-41995;18936;Not Returned;Standard Class;High
MX-2014-DP1339082-41993;18937;Not Returned;Second Class;Medium
MX-2014-DR1288018-41860;18938;Not Returned;Standard Class;Medium
MX-2014-DR1288082-41714;18939;Not Returned;Standard Class;Medium
MX-2014-DR1288082-41865;18940;Not Returned;Standard Class;Medium
MX-2014-DR1294028-41976;18941;Not Returned;Standard Class;Medium
MX-2014-DR1294036-41826;18942;Not Returned;Second Class;High
MX-2014-DR1294039-41838;18943;Not Returned;Standard Class;Medium
MX-2014-DR1294082-41971;18944;Not Returned;Standard Class;Medium
MX-2014-DS1303018-41923;18945;Not Returned;Standard Class;Medium
MX-2014-DS1303036-41790;18946;Not Returned;Standard Class;Medium
MX-2014-DS1318082-41789;18947;Not Returned;Standard Class;Medium
MX-2014-DV1304582-41866;18948;Not Returned;Same Day;Medium
MX-2014-DW1319539-41844;18949;Not Returned;First Class;Critical
MX-2014-DW1319582-41912;18950;Not Returned;Standard Class;Medium
MX-2014-DW1354082-41660;18951;Not Returned;Second Class;Medium
MX-2014-DW1358531-41779;18952;Returned;Standard Class;Medium
MX-2014-EA1403582-41840;18953;Not Returned;Standard Class;Medium
MX-2014-EA1403582-41932;18954;Not Returned;Standard Class;Medium
MX-2014-EB1370528-41818;18955;Not Returned;Second Class;Medium
MX-2014-EB1384018-41744;18956;Not Returned;Standard Class;Medium
MX-2014-EB1384082-41707;18957;Not Returned;Standard Class;Medium
MX-2014-EB1393082-41772;18958;Not Returned;Standard Class;Medium
MX-2014-EB1397518-41888;18959;Not Returned;First Class;Medium
MX-2014-EB1397593-41958;18960;Not Returned;Second Class;High
MX-2014-EB1411036-41643;18961;Not Returned;Second Class;High
MX-2014-EB1411039-41815;18962;Not Returned;Standard Class;Medium
MX-2014-EB14170143-41901;18963;Not Returned;Standard Class;Medium
MX-2014-EB1417036-41711;18964;Not Returned;Standard Class;Medium
MX-2014-ED1388539-41734;18965;Not Returned;Standard Class;Medium
MX-2014-ED1388582-41819;18966;Not Returned;First Class;High
MX-2014-EG1390039-41998;18967;Not Returned;Standard Class;Medium
MX-2014-EH1376518-41828;18968;Not Returned;Standard Class;High
MX-2014-EH1394518-41711;18969;Not Returned;Second Class;High
MX-2014-EH1394518-41853;18970;Not Returned;Standard Class;Medium
MX-2014-EH1394539-41962;18971;Not Returned;Standard Class;Medium
MX-2014-EH1400518-41984;18972;Not Returned;Second Class;Medium
MX-2014-EH1412531-41901;18973;Not Returned;Standard Class;Medium
MX-2014-EH1412593-41800;18974;Not Returned;First Class;Medium
MX-2014-EH1418518-41915;18975;Returned;Standard Class;Medium
MX-2014-EH1418531-41971;18976;Not Returned;Standard Class;High
MX-2014-EJ1372018-41938;18977;Not Returned;Second Class;Medium
MX-2014-EJ1372039-41978;18978;Not Returned;Standard Class;High
MX-2014-EJ1372082-41913;18979;Not Returned;Standard Class;Medium
MX-2014-EJ1415531-41770;18980;Not Returned;Standard Class;Medium
MX-2014-EL1373531-41777;18981;Not Returned;First Class;Medium
MX-2014-EL1373536-41817;18982;Not Returned;Standard Class;Low
MX-2014-EM1382539-41796;18983;Not Returned;Standard Class;High
MX-2014-EM1396082-41962;18984;Not Returned;First Class;High
MX-2014-EM1396082-41979;18985;Not Returned;Second Class;Critical
MX-2014-EM1406593-41702;18986;Not Returned;Same Day;Medium
MX-2014-EM141405-41915;18987;Not Returned;Standard Class;High
MX-2014-EM1414082-41744;18988;Not Returned;Standard Class;Medium
MX-2014-EP1391582-41788;18989;Not Returned;Standard Class;Medium
MX-2014-ER1385539-41966;18990;Not Returned;Standard Class;High
MX-2014-ES1402082-41929;18991;Returned;First Class;High
MX-2014-ES1408082-41970;18992;Not Returned;Standard Class;High
MX-2014-ES1408082-42002;18993;Not Returned;First Class;High
MX-2014-FA1423055-41976;18994;Returned;First Class;High
MX-2014-FC1424528-41840;18995;Not Returned;Standard Class;Low
MX-2014-FH1427582-41942;18996;Not Returned;First Class;Medium
MX-2014-FH1427582-41991;18997;Not Returned;Standard Class;Medium
MX-2014-FH1435082-41834;18998;Not Returned;Standard Class;Medium
MX-2014-FH1435082-41872;18999;Not Returned;Standard Class;Medium
MX-2014-FH1436582-41994;19000;Not Returned;Standard Class;Medium
MX-2014-FH1436593-41901;19001;Not Returned;Second Class;Medium
MX-2014-FM1421518-41858;19002;Not Returned;Same Day;High
MX-2014-FM1421531-41865;19003;Not Returned;Standard Class;Medium
MX-2014-FM1429031-41795;19004;Not Returned;Standard Class;Medium
MX-2014-FM1429031-41903;19005;Not Returned;Standard Class;Medium
MX-2014-FM1429055-41894;19006;Not Returned;Second Class;High
MX-2014-FM1438026-41891;19007;Not Returned;First Class;Medium
MX-2014-FO1430582-41991;19008;Not Returned;Standard Class;Medium
MX-2014-FP1432082-41996;19009;Not Returned;Second Class;Medium
MX-2014-FW1439512-41699;19010;Not Returned;Standard Class;Medium
MX-2014-FW1439518-41936;19011;Not Returned;Second Class;High
MX-2014-FW1439593-41769;19012;Not Returned;Standard Class;Medium
MX-2014-FW1439593-41982;19013;Not Returned;First Class;High
MX-2014-GA1451582-41731;19014;Not Returned;Standard Class;Low
MX-2014-GA1451582-41773;19015;Not Returned;Second Class;Medium
MX-2014-GA1451582-41808;19016;Not Returned;Second Class;High
MX-2014-GA1451593-41738;19017;Not Returned;Standard Class;Medium
MX-2014-GB1457555-41752;19018;Not Returned;Same Day;High
MX-2014-GD1459028-41959;19019;Not Returned;Standard Class;Medium
MX-2014-GD1459082-41761;19020;Not Returned;Standard Class;Medium
MX-2014-GD1459082-41999;19021;Not Returned;Standard Class;Medium
MX-2014-GG1465036-41808;19022;Not Returned;Same Day;Critical
MX-2014-GG1465051-41954;19023;Not Returned;First Class;High
MX-2014-GH14410101-41933;19024;Not Returned;Second Class;High
MX-2014-GH1441018-41902;19025;Not Returned;Second Class;Critical
MX-2014-GH1441082-41835;19026;Not Returned;Same Day;High
MX-2014-GK1462026-41989;19027;Not Returned;Standard Class;Medium
MX-2014-GM1450039-41794;19028;Not Returned;Standard Class;Low
MX-2014-GM1450082-41891;19029;Not Returned;Standard Class;Medium
MX-2014-GM1468082-41942;19030;Not Returned;Second Class;High
MX-2014-GM1468093-41751;19031;Not Returned;First Class;High
MX-2014-GM14695143-41774;19032;Not Returned;Standard Class;Medium
MX-2014-GR1456031-41943;19033;Not Returned;Same Day;Medium
MX-2014-GR1456082-41791;19034;Not Returned;Standard Class;Medium
MX-2014-GT1471031-41787;19035;Not Returned;Second Class;High
MX-2014-GT1475518-41968;19036;Not Returned;First Class;Medium
MX-2014-GT1475593-41864;19037;Not Returned;Second Class;Medium
MX-2014-GW1460565-41914;19038;Not Returned;Standard Class;Medium
MX-2014-GZ1447082-41940;19039;Not Returned;Standard Class;Medium
MX-2014-GZ1454531-41817;19040;Not Returned;Standard Class;Medium
MX-2014-GZ1454539-41817;19041;Not Returned;Standard Class;Medium
MX-2014-GZ1454582-41874;19042;Not Returned;Standard Class;Medium
MX-2014-HA1490582-41744;19043;Not Returned;Standard Class;High
MX-2014-HA1492016-41984;19044;Not Returned;Second Class;High
MX-2014-HA1492082-41783;19045;Not Returned;First Class;High
MX-2014-HD1478528-41705;19046;Not Returned;Standard Class;Medium
MX-2014-HE1480018-41845;19047;Not Returned;First Class;Medium
MX-2014-HE1480031-41811;19048;Not Returned;Second Class;Medium
MX-2014-HE1480051-41908;19049;Not Returned;Second Class;High
MX-2014-HE1480082-41688;19050;Not Returned;First Class;Medium
MX-2014-HE1480082-41851;19051;Returned;Standard Class;High
MX-2014-HF1499582-41944;19052;Not Returned;First Class;High
MX-2014-HG1484536-41928;19053;Not Returned;Second Class;Medium
MX-2014-HG1484565-41912;19054;Not Returned;Standard Class;Medium
MX-2014-HG1496551-41986;19055;Not Returned;Standard Class;Medium
MX-2014-HH1501018-41999;19056;Not Returned;Standard Class;High
MX-2014-HH1501082-41993;19057;Not Returned;Standard Class;Medium
MX-2014-HM1486018-41912;19058;Not Returned;Standard Class;Medium
MX-2014-HM1486018-41976;19059;Not Returned;Standard Class;Medium
MX-2014-HM1498051-41943;19060;Not Returned;First Class;Medium
